HeatCapacityMolar_composition_average,NdValence_max_value,GSenergy_pa_composition_average,HeatCapacityMolar_arithmetic_average,BCCvolume_pa_arithmetic_average,AtomicRadii_max_value,BCCefflatcnt_arithmetic_average,IonicRadii_composition_average,phi_composition_average,ElectricalConductivity_composition_average,IsBoron_arithmetic_average,ElasticModulus_difference,BCCvolume_padiff_composition_average,ICSDVolume_composition_average,NpUnfilled_arithmetic_average,ThermalExpansionCoefficient_max_value,MeltingT_min_value,GSmagmom_composition_average,AtomicWeight_arithmetic_average,ElectronAffinity_composition_average,IsHexagonal_composition_average,ICSDVolume_arithmetic_average,GSestBCClatcnt_arithmetic_average,GSvolume_pa_max_value,ThermalConductivity_composition_average
26.850222222222218,10.0,-3.348416096666667,26.312666666666665,17.253333333333334,1.75,6.318555521333335,1.0922222222222222,1.7222222222222219,5.7333333333333325,0.0,10.0,-0.8470370368888889,20.65555555555556,2.0,780.0,54.8,0.0,76.71346666666666,101.51111111111112,0.0,23.066666666666666,3.2251101673333333,28.11,41.68551111111111
26.303,10.0,-4.993104105833334,26.535999999999998,19.246666666666673,1.757,6.607032595,0.7683333333333333,4.861666666666666,18.066666666666666,0.0,135.0,0.027500000000000004,15.116666666666667,0.0,14.2,1337.33,0.3969298000000001,140.97298966666668,119.45666666666668,0.16666666666666666,19.433333333333334,3.301220213,30.585,115.68333333333334
26.36,10.0,-3.305939325,26.36,24.125,1.94,7.143028998999999,0.815,4.0150000000000015,6.85,0.0,109.0,-0.14,27.9,0.0,25.1,1092.0,0.0,139.737,55.0,0.0,27.9,3.576199261,34.12,53.35
25.7675,10.0,-7.399730688750001,26.175,23.99,1.62,7.265313216,0.8075,3.625,3.9,0.0,44.0,-2.3475,24.15,2.0,22.0,505.08,0.0,104.96700000000001,67.75,0.75,25.1,3.8229929775,33.285,33.675
26.54666666666667,10.0,-4.740615064446667,25.88333333333333,25.056666666666665,1.766,7.276438131,0.9833333333333334,3.668888888888889,3.488888888888889,0.0,296.0,-0.2511111108888889,29.855555555555558,1.0,13.4,544.4,0.0,158.93874,71.1111111111111,0.6666666666666666,25.966666666666665,3.6653476016666655,32.95,29.215555555555554
26.46,10.0,-5.4847188483333325,26.46,24.27666666666667,1.81,7.219543819333333,0.7866666666666666,4.333333333333334,6.633333333333333,0.0,125.0,-2.6133333333333333,25.0,1.3333333333333333,22.0,505.08,0.0,134.23328333333336,108.76666666666668,0.3333333333333333,25.0,3.7255347736666655,33.285,51.8
25.49333333333333,5.0,-10.37318954,25.5,18.5,1.6059999999999999,6.6343748525,0.6033333333333333,4.55,4.366666666666667,0.0,381.0,0.08499999999999999,18.1,0.0,10.0,1814.0,2.1166666666666666e-06,115.581456,15.366666666666667,1.0,19.8,3.3130497025,22.235,37.2
21.2114,7.0,-9.729002780999998,19.31233333333333,12.876666666666665,1.43,5.801765415,0.532,5.297999999999999,10.574000000000002,0.0,423.0,0.4320000000000001,13.04,1.3333333333333333,6.4,2607.0,0.0,98.00952666666666,102.46,0.8,12.4,2.8508938393333327,18.12,81.7
25.09,10.0,-4.441598845,25.09,15.695,1.43,6.3047185885,0.5900000000000001,4.825,23.85,0.5,56.5,0.25,15.65,2.5,23.1,933.47,0.0,66.70076929999999,52.5,0.0,15.65,3.136092472,16.48,154.4
26.426666666666666,10.0,-2.828072917223333,26.426666666666666,23.30333333333333,1.766,7.116929360333335,0.8533333333333334,3.74,7.133333333333333,0.3333333333333333,81.0,0.318888889,24.1,1.6666666666666667,32.1,429.75,0.0,115.04277333333332,26.333333333333336,0.6666666666666666,24.1,3.542507356666667,30.7333333333,71.26666666666667
25.380000000000006,10.0,-3.943616415,25.18,19.633333333333333,1.75,6.733729280666668,0.8075,4.4625,9.125,0.0,117.0,-0.03833333325,20.325000000000006,1.3333333333333333,46.0,453.69,0.0,106.85366666666668,72.45,0.0,22.2,3.370127942,28.11,65.9
25.598000000000003,1.0,-5.376929112999999,25.365,24.725,1.81,7.2564845895,0.8280000000000001,3.6000000000000005,16.160000000000004,0.5,6.099999999999994,0.275,26.38,2.5,23.1,933.47,0.0,57.9436943,18.0,0.6,24.75,3.6106943535,32.365,105.12
30.1105,1.0,-2.889695661875,28.916999999999998,20.48,1.81,6.58616623,1.2525,0.8,0.45,0.0,0.0,-0.916875,20.525,0.5,1800.0,53.5,0.0,53.95212660000001,246.0,0.25,24.65,3.3514203014999997,32.365,4.320925
25.51,10.0,-4.5936830833333335,25.65,18.71,1.59,6.527911887,0.7366666666666667,4.666666666666667,6.6,0.0,141.0,-2.9766666666666666,23.73333333333333,1.5,13.4,903.78,0.19846490000000006,90.2267,104.33333333333331,0.0,20.5,3.3623249655,31.56,46.43333333333334
26.206111111111113,10.0,-2.3051693311111108,25.91,31.42,2.15,7.746855018333332,1.0233333333333334,3.05,12.0,0.6666666666666666,56.5,-0.6805555555555556,42.26111111111111,3.333333333333333,32.1,429.75,0.0,76.47317953333334,-87.83333333333334,0.0,32.90000000000001,3.874170097333333,54.23,68.42388888888888
23.7,10.0,-3.863123164375,23.7,21.77,1.75,6.971681821500001,0.74,2.05,2.4000000000000004,0.0,1.0,-5.1784374999999985,28.0,3.0,70.0,388.36,0.0,119.6325,155.20999999999995,0.0,28.0,3.7765752160000003,28.11,17.784499999999994
27.40766666666667,10.0,-1.9995114635813331,27.40766666666667,37.81333333333333,2.35,8.102923966666667,1.0366666666666666,3.75,7.0666666666666655,0.0,36.6,-2.359750958,40.3,1.0,82.0,234.32,0.0,104.86996666666668,41.78666666666667,0.0,40.3,4.167850109,73.10666666670001,53.61333333333333
19.31533333333333,2.0,-5.095101503333334,20.7515,12.32,1.4480000000000002,5.728082215,0.5033333333333333,4.633333333333333,17.533333333333335,0.0,191.0,-0.010000000000000002,11.266666666666666,0.0,11.3,1560.0,7.5111111111e-06,28.439590999999997,-153.33333333333334,1.0,12.85,2.8640193010000004,16.69,140.63333333333335
24.73733333333333,10.0,-3.348092088333333,24.73733333333333,29.55,2.15,7.543860088666666,0.7766666666666666,3.716666666666667,14.233334333333335,0.3333333333333333,100.0,-1.6883333333333332,31.6,3.0,23.1,933.47,0.0,62.4138462,-1.0,0.0,31.6,3.852833352666667,54.23,100.14333333333332
22.533857142857148,8.0,-10.305366467857144,19.619,10.993333333333332,1.37,5.523593939666666,0.5628571428571428,5.12,14.581428571428573,0.0,394.0,0.14,12.914285714285715,1.3333333333333333,13.4,1728.0,0.17011277142857145,84.84803333333333,83.47142857142856,0.14285714285714285,10.733333333333334,2.7212886773333334,16.05,125.34285714285713
24.46,8.0,-6.1279285450000005,24.46,19.296666666666667,1.798,6.575478637000001,0.6666666666666667,4.4,7.233466666666668,0.0,135.0,-1.7466666666666666,21.2,1.3333333333333333,13.4,1687.0,0.19846490000000006,106.27232,81.53333333333333,0.0,21.2,3.401091802,32.37,97.56666666666666
25.938333333333336,10.0,-5.9405286975000005,25.855,18.17,1.564,6.593577400499999,0.6716666666666666,5.141666666666667,8.9,0.0,12.0,-0.0050000000000000044,15.983333333333333,0.0,11.8,1828.05,0.0,142.455,50.0,0.16666666666666666,18.55,3.303480608,22.2,63.66666666666667
25.84,10.0,-2.8355833807142856,25.69,26.395000000000003,1.94,7.435397599,0.8142857142857143,3.531428571428571,3.7428571428571433,0.0,21.0,-1.550714285714286,32.7,1.5,25.1,1090.0,0.0,123.9878,61.57142857142857,0.0,31.3,3.8130679035000004,34.12,41.371428571428574
24.94620689655172,10.0,-5.366103031724138,25.30333333333333,17.753333333333334,1.564,6.552066310333331,0.6241379310344828,4.377586206896551,23.91724137931035,0.3333333333333333,68.5,0.1889655172413793,17.341379310344827,1.6666666666666667,23.1,933.47,0.0,103.9638462,39.31034482758621,0.20689655172413796,17.9,3.2710663496666665,22.2,152.848275862069
24.7676,7.0,-6.2227614970000005,25.318,30.55333333333333,2.22,7.404720300666669,0.6,4.8439999999999985,6.52,0.0,425.0,-3.2040952380000003,25.72,1.0,127.0,317.3,0.0,89.790254,62.28,0.4,31.9,3.863410168333333,63.59,50.574
13.330285714285711,0.0,-5.96414321786,18.9385,29.51,2.15,7.033277927,0.3771428571428571,4.885714285714285,0.7142857142899999,0.5,426.0,-1.0992857142857142,14.6,2.5,22.5,1050.0,0.0,49.21550000000001,-0.8571428571428577,0.0,31.85,3.5993670805,54.23,23.647142857142853
25.56,10.0,-2.190651210835,25.56,21.23,1.6,6.887590788,0.855,2.05,8.450099999999999,0.0,55.0,-3.1316666665,24.5,1.0,30.2,692.68,0.0,96.49,95.075,1.0,24.5,3.5728346305,34.7633333333,59.175
25.50333333333333,8.0,-6.805310224166668,26.55,22.31,1.757,6.9764707035,0.725,5.036666666666667,19.366666666666667,0.0,257.0,0.2658333333333333,14.683333333333335,0.0,9.4,1770.0,0.0,135.08225,108.33333333333331,0.16666666666666666,21.05,3.475242687,30.585,127.38333333333334
18.6655,10.0,-5.620936595,22.04833333333333,47.12000000000001,2.67,7.8439807183333325,0.7275,4.8950000000000005,13.56,0.0,76.5,1.05375,23.9,1.3333333333333333,100.0,301.59,0.0,113.96090696666668,128.2075,0.5,30.0,3.8678719486666666,115.765,88.225
25.215,10.0,-5.0824212104175,24.96,20.4,1.7819999999999998,6.770171083666666,0.6799999999999999,4.7025000000000015,5.2250999999999985,0.0,105.0,-1.33166666675,20.325,1.3333333333333333,11.8,1629.0,0.0,97.81028333333332,75.9,0.25,22.2,3.4999314973333338,31.7366666667,75.67500000000003
27.2616,10.0,-3.771881019,27.572,13.315,1.489,5.807729357,1.254,5.174,8.819999999999997,0.0,0.0,-3.0225,21.94,1.5,240.0,63.05,0.0,63.20885,-2.8,1.0,22.05,3.241051794,19.495,58.090392
26.20675,10.0,-2.62290652375,26.029,25.99333333333333,1.97,7.379802606333333,0.8625,3.875,21.725,0.3333333333333333,64.3,-0.14499999999999996,28.3,1.6666666666666667,32.1,429.75,0.0,117.287523,31.185,0.0,29.03333333333334,3.6983400343333335,37.77,170.05
23.134285714285717,10.0,-5.582993539285715,23.496666666666666,12.623333333333333,1.278,5.849788474666668,0.4471428571428571,1.9642857142857144,10.928571428571429,0.0,240.0,-5.813928571428571,19.8,0.6666666666666666,70.0,388.36,0.0,49.20236666666666,149.71142857142854,0.0,16.5,3.116111773666667,25.786875,84.21085714285714
28.525333333333336,6.0,-5.7717216038888886,28.37933333333333,36.85,2.48,7.428682729,1.252222222222222,1.4333333333333336,8.044444444444443,0.0,548.0,-1.3058333333333332,24.933333333333334,0.6666666666666666,780.0,54.8,0.0,97.2324,123.72111111111109,0.2222222222222222,41.36666666666667,3.7784202066666666,90.7225,26.1116
26.52888888888889,10.0,-3.990190954444445,25.94333333333333,18.736666666666668,1.62,6.649115622999999,0.7,4.294444444444445,9.322222222222225,0.0,117.0,-5.365925925888889,23.66666666666667,1.3333333333333333,46.0,453.69,0.0,77.357,100.64444444444445,0.0,21.1,3.4441195036666663,33.285,69.76666666666667
23.115,7.0,-7.4830560825,23.52666666666667,20.35,1.81,6.754731243666668,0.5666666666666667,4.800000000000002,7.750133333333332,0.0,365.6,-1.715833333333333,19.15,1.3333333333333333,11.3,1687.0,0.0,72.68711666666667,99.53333333333332,0.6666666666666666,22.3,3.486913757,32.365,110.7
23.86,9.0,-7.135909006666667,23.86,17.183333333333334,1.564,6.477003797,0.5733333333333334,4.65,4.2668,0.0,36.0,-2.036666666666666,19.166666666666668,1.3333333333333333,8.8,1687.0,0.0,133.8865,112.96666666666668,0.3333333333333333,19.166666666666668,3.3648256096666658,22.2,80.86666666666667
25.715,8.0,-7.046141562500001,25.715,16.54,1.6,6.313972149,0.7649999999999999,4.325,8.45,0.0,114.0,-0.2175,17.0,0.0,13.4,1728.0,0.29769735,74.9587,80.5,0.5,17.0,3.1681066665,23.195,56.7
25.69071428571429,10.0,-1.2298241863092858,27.495,43.13,2.35,8.292021419000001,0.7949999999999999,3.9678571428571434,16.864285714285714,0.0,92.6,0.1138095237857143,19.42142857142857,0.0,82.0,336.53,0.0,52.23915,3.454285714285714,0.9285714285714286,45.35,4.150947549,73.10666666670001,115.03571428571428
25.8775,10.0,-4.893329383125,25.84333333333333,18.203333333333333,1.6059999999999999,6.606309990333332,0.6625,4.5625,5.825,0.3333333333333333,116.0,-0.208125,18.475,1.6666666666666667,19.7,302.91,1.5875e-06,73.69963733333333,41.775,0.25,19.733333333333334,3.320790166666667,22.235,50.0
25.04733333333333,10.0,-4.106879745,25.04733333333333,21.836666666666666,1.81,6.947600401000002,0.7633333333333334,3.9499999999999993,6.233334333333333,0.0,50.6,-1.2733333333333332,23.4,1.3333333333333333,30.2,692.68,0.0,75.64195000000002,40.0,0.6666666666666666,23.4,3.5440508636666666,32.365,64.36666666666666
25.0695,10.0,-4.062020390500002,25.49,31.59,2.15,7.722935411333332,1.0965,4.105,8.469999999999999,0.0,315.0,-0.2615,30.395000000000003,1.3333333333333333,28.8,600.61,0.0,132.57516666666666,70.3,0.0,32.6,3.8700517786666655,54.23,53.4745
26.654000000000003,7.0,-7.843333577,26.21,23.790000000000006,1.798,7.120669117,0.9240000000000002,3.975,11.36,0.0,460.0,0.532,27.1,0.0,11.0,2023.0,0.0,212.12752999999998,45.0,0.0,23.3,3.5335271275,32.37,81.9
28.239,10.0,-2.0865138175,28.239,52.685,2.48,8.840000811500001,1.23,3.625,48.3,0.0,76.3,-1.02625,54.95,0.0,91.0,312.46,0.0,141.2171845,134.815,0.0,54.95,4.4408634155,90.7225,187.6
27.9238,10.0,-4.7866280385,26.876,12.186666666666667,1.38,5.738405002,1.103,2.1050000000000004,4.51,0.0,80.0,-1.03,16.42,0.6666666666666666,780.0,54.8,0.0,92.15446666666668,146.25,0.1,15.833333333333336,2.924400298666667,15.02,33.24044
23.988000000000003,10.0,-5.1725307266666665,24.371,20.51,1.6059999999999999,6.892339043,0.6033333333333333,4.116666666666666,0.5000020000000001,0.0,35.0,-2.8016666666666663,23.1,2.0,10.0,1211.4,2.1166666666666666e-06,58.797956000000006,86.03333333333332,0.3333333333333333,23.55,3.563090757,23.005,45.2
25.335,10.0,-3.83157220875,25.335,18.475,1.41,6.6608194805,0.6,4.449999999999998,2.8,0.5,28.0,-2.04125,20.55,4.0,19.7,302.91,0.0,72.3223,53.0,0.0,20.55,3.446616882,22.175,45.3
26.092666666666666,10.0,-3.8134255577766663,26.092666666666666,25.28666666666667,1.7730000000000001,7.340928797999999,1.0233333333333334,4.153333333333333,18.233333333333334,0.0,58.3,-0.06333333333333334,26.266666666666666,1.3333333333333333,28.8,600.61,0.0,188.8888563333333,127.58,0.3333333333333333,26.266666666666666,3.673129069,31.24,121.0
12.53,5.0,-9.0651891575,12.53,15.64,1.4480000000000002,6.297489549,0.585,4.55,1.3005,0.0,270.0,0.1525,15.9,0.0,8.6,1941.0,1.126666666665e-05,72.9335,45.0,1.0,15.9,3.138427628,16.69,36.25
27.25444444444444,4.0,-7.128582849444445,26.989,12.755,1.429,5.760333072000001,1.0622222222222222,1.7999999999999998,2.933333333333333,0.0,0.0,-0.9861111111111112,17.655555555555555,1.0,780.0,54.8,0.0,54.452890000000004,121.05555555555556,0.0,17.700000000000006,2.9718954870000003,18.18,24.015222222222228
28.154,0.0,-2.781798376666667,27.813000000000002,27.9,2.15,6.5245773565,1.4466666666666663,4.266666666666667,1.6666666666666667,0.0,0.0,-2.9233333333333333,40.0,0.0,22.5,14.01,0.0,44.31397000000001,-7.466666666666669,0.6666666666666666,44.0,3.5670376405,54.23,1.2976666666666663
25.0625,10.0,-4.86175820625,25.20333333333333,20.87333333333333,1.81,6.795562266666668,0.7275,4.3125,17.525,0.0,85.0,-1.53875,21.925,1.0,16.5,1090.0,0.0,75.79115,68.075,0.25,22.06666666666667,3.454268585666666,32.365,129.55
29.60766666666667,0.0,-1.966318055555,27.91133333333333,18.186666666666667,1.9,6.452615628999999,1.1466666666666667,1.15,9.633333333333336,0.3333333333333333,65.5,-0.7838888888333333,20.316666666666666,2.0,1800.0,53.5,0.0,22.98990369333333,234.95,0.0,24.23333333333333,3.2585335506666673,29.2433333333,63.0186
17.816000000000006,8.0,-7.1418265833325005,20.915666666666667,16.046666666666667,1.7730000000000001,6.049395892000001,0.51,5.2225,3.96,0.0,201.0,0.475,13.4,1.3333333333333333,13.4,1685.0,0.148848675,77.73469999999998,101.4,0.75,16.0,2.984613186333333,31.24,25.35
26.912,6.0,-9.7160726,26.912,10.78,1.34,5.485801405,1.17,6.130000000000001,6.15,0.0,0.0,-3.649375,18.200000000000006,1.5,240.0,63.05,0.0,102.11835,51.5,1.0,18.200000000000006,3.0671320355,14.76875,43.81299
26.06,10.0,-5.57635241375,26.056666666666665,19.17,1.66,6.6465263210000005,0.7549999999999999,4.4375,8.725,0.3333333333333333,194.0,-0.06375,17.725,1.6666666666666667,32.1,429.75,0.29769735,88.24513333333331,75.25,0.25,20.03333333333333,3.3278436866666663,24.26,71.425
25.700285714285712,10.0,-4.007481015,25.761,22.286666666666665,1.81,6.999793396666668,0.6828571428571429,1.5,7.5,0.0,75.0,-3.21,28.58571428571429,0.6666666666666666,45.0,494.0,0.0,77.74861666666666,111.4057142857143,1.0,25.93333333333333,3.592508035,32.365,22.65142857142857
25.47,8.0,-6.6343765525,25.96,25.405,1.825,7.225658489000001,0.7875000000000001,4.8450000000000015,17.6,0.0,300.0,0.13249999999999998,17.225,0.0,8.2,1071.0,0.0,121.51075,102.5,0.0,22.95,3.6088645539999997,37.24,115.35
26.69466666666667,5.0,-11.01516558,27.302,10.89,1.37,5.5012054485,0.9233333333333332,5.753333333333334,3.8666666666666663,0.0,0.0,-2.4995833333333333,17.333333333333332,1.5,240.0,63.05,0.0,100.10685,7.0,1.0,18.65,3.0872037005,14.76875,31.94199333333333
26.376666666666665,10.0,-5.0533038050000005,26.376666666666665,24.01,1.81,7.1932255576666675,0.8166666666666667,4.25,4.866666666666666,0.3333333333333333,161.0,0.12833333333333333,24.700000000000006,1.6666666666666667,32.1,429.75,0.0,132.93595,78.10000000000002,0.3333333333333333,24.700000000000006,3.590360495333333,32.365,56.8
26.47666666666667,10.0,-2.07605622,26.555,39.58,2.15,8.474379323500001,1.48,3.4,5.4,0.5,3.0,-0.88,37.66666666666667,2.5,29.9,577.0,0.0,146.00164999999996,-36.0,0.6666666666666666,42.25,4.272256735,54.23,31.91
26.556285714285718,10.0,-4.141856427857142,26.909000000000002,9.205,1.278,5.2562516365,1.017142857142857,2.542857142857143,34.68571428571429,0.0,0.0,-0.7549999999999999,14.157142857142858,1.0,780.0,54.8,0.0,39.7727,128.07142857142856,0.0,14.55,2.719432137,11.07,229.25745714285716
28.9046,1.0,-5.7805745505,28.371,30.38333333333333,2.22,7.272897978666665,1.2839999999999998,1.012,1.0,0.0,173.0,-1.2015,22.61,0.6666666666666666,780.0,54.8,0.0,130.45176999999998,93.57,0.0,33.73333333333333,3.693723126,63.59,7.547180000000001
